age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
34, Female, White, Never-married, Not-in-family,198634, Assoc-voc, Private, Adm-clerical,0,0,40, United-States,0
19, Male, White, Never-married, Own-child,169853, HS-grad, Local-gov, Craft-repair,0,0,40, United-States,0
58, Male, White, Married-civ-spouse, Husband,289364, Some-college, Private, Exec-managerial,7688,0,45, United-States,1
28, Female, White, Never-married, Unmarried,111520, 11th, Private, Machine-op-inspct,0,0,40, Nicaragua,0
34, Male, White, Married-civ-spouse, Husband,349148, Some-college, Self-emp-not-inc, Craft-repair,0,0,40, United-States,0
39, Male, Asian-Pac-Islander, Divorced, Not-in-family,123983, Bachelors, Private, Sales,0,0,40, China,0
46, Male, White, Married-civ-spouse, Husband,65535, Bachelors, Local-gov, Exec-managerial,0,0,48, United-States,1
35, Male, White, Never-married, Not-in-family,184655, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,170721, Some-college, Self-emp-not-inc, Craft-repair,0,0,20, United-States,0
72, Female, White, Widowed, Not-in-family,165622, Some-college, Private, Adm-clerical,0,0,25, United-States,0
41, Female, White, Divorced, Unmarried,343121, HS-grad, Private, Adm-clerical,0,0,36, United-States,0
47, Male, Black, Married-civ-spouse, Husband,274720, 5th-6th, Private, Other-service,0,0,40, Jamaica,0
36, Female, Asian-Pac-Islander, Married-civ-spouse, Wife,288585, HS-grad, Self-emp-not-inc, Other-service,0,0,20, South,0
33, Male, Black, Married-civ-spouse, Husband,252168, HS-grad, Private, Transport-moving,0,0,40, United-States,0
51, Male, White, Married-civ-spouse, Husband,115025, HS-grad, Private, Craft-repair,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,106255, Some-college, Private, Craft-repair,0,0,40, United-States,0
54, Female, White, Widowed, Unmarried,178251, Assoc-acdm, Private, Adm-clerical,0,0,30, United-States,0
40, Male, White, Married-civ-spouse, Husband,77247, 12th, Private, Craft-repair,0,0,50, United-States,1
31, Male, White, Married-civ-spouse, Husband,172304, Some-college, Private, Craft-repair,0,0,50, United-States,1
40, Female, Black, Divorced, Not-in-family,291808, HS-grad, Private, Protective-serv,0,0,40, United-States,0
24, Female, White, Never-married, Own-child,126613, Bachelors, Private, Prof-specialty,0,0,8, United-States,0
34, Male, White, Married-civ-spouse, Husband,305619, HS-grad, Private, Craft-repair,0,0,40, United-States,1
41, Male, White, Married-civ-spouse, Husband,188615, Some-college, Private, Craft-repair,0,0,40, United-States,1
22, Female, Black, Never-married, Unmarried,254547, Some-college, Private, Exec-managerial,0,0,40, Jamaica,0
63, Male, White, Married-civ-spouse, Husband,226422, HS-grad, Private, Craft-repair,0,0,40, United-States,0
24, Male, Asian-Pac-Islander, Never-married, Not-in-family,34246, Bachelors, Local-gov, Prof-specialty,0,0,40, United-States,0
46, Female, White, Never-married, Not-in-family,169042, 10th, Private, Other-service,0,0,25, Ecuador,0
49, Male, Black, Married-civ-spouse, Husband,174981, Masters, Local-gov, Exec-managerial,0,0,47, United-States,1
42, Male, White, Never-married, Not-in-family,328239, Some-college, Private, Other-service,0,0,40, United-States,0
25, Female, White, Never-married, Own-child,193820, Masters, Private, Prof-specialty,0,0,40, United-States,0
24, Male, White, Married-civ-spouse, Husband,60783, Some-college, Private, Transport-moving,0,0,70, United-States,1
22, Female, White, Never-married, Not-in-family,64292, HS-grad, Private, Tech-support,0,0,40, United-States,0
58, Male, White, Married-civ-spouse, Husband,109567, Doctorate, State-gov, Prof-specialty,0,0,1, United-States,1
36, Male, White, Married-civ-spouse, Husband,146311, 9th, Private, Machine-op-inspct,0,0,40, United-States,0
24, Female, Black, Never-married, Own-child,205844, Bachelors, Private, Exec-managerial,0,0,65, United-States,0
90, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,187749, Assoc-acdm, Local-gov, Adm-clerical,0,0,20, Philippines,0
19, Male, White, Never-married, Own-child,184121, HS-grad, Private, Other-service,0,0,20, United-States,0
59, Male, White, Never-married, Not-in-family,195467, Masters, Federal-gov, Exec-managerial,0,0,40, United-States,0
52, Male, White, Married-civ-spouse, Husband,289436, Doctorate, Self-emp-not-inc, Prof-specialty,0,0,60, United-States,1
27, Male, White, Never-married, Not-in-family,28848, Bachelors, State-gov, Prof-specialty,0,0,9, United-States,0
57, Male, White, Divorced, Not-in-family,204816, Masters, Private, Prof-specialty,0,0,30, United-States,0
29, Female, White, Married-civ-spouse, Wife,375078, 7th-8th, Private, Other-service,0,0,40, Mexico,0
55, Male, Other, Married-civ-spouse, Husband,135803, Bachelors, Private, Exec-managerial,0,1579,35, India,0
71, Male, Black, Separated, Unmarried,494223, Some-college, Self-emp-not-inc, Sales,0,1816,2, United-States,0
25, Male, White, Never-married, Own-child,49092, Bachelors, Private, Other-service,0,0,40, United-States,0
31, Male, Amer-Indian-Eskimo, Divorced, Unmarried,94991, HS-grad, Local-gov, Other-service,0,0,40, United-States,0
21, Male, White, Never-married, Own-child,314165, Some-college, Private, Sales,0,0,40, Columbia,0
44, Female, White, Widowed, Unmarried,115896, Assoc-voc, Self-emp-not-inc, Prof-specialty,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,190387, Bachelors, Self-emp-not-inc, Farming-fishing,0,0,45, United-States,0
52, Male, White, Married-civ-spouse, Husband,284329, Some-college, Private, Craft-repair,0,0,45, United-States,1
54, Female, White, Widowed, Unmarried,220055, Bachelors, Private, Sales,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,177407, HS-grad, Self-emp-not-inc, Sales,0,0,50, United-States,0
38, Male, White, Never-married, Not-in-family,37778, HS-grad, Self-emp-not-inc, Farming-fishing,0,0,60, United-States,0
27, Male, White, Married-civ-spouse, Husband,303954, Bachelors, Private, Sales,0,0,45, United-States,0
24, Female, White, Never-married, Own-child,399449, Bachelors, Private, Sales,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,241001, HS-grad, Private, Machine-op-inspct,0,0,44, United-States,0
27, Male, White, Never-married, Not-in-family,419146, 5th-6th, Private, Other-service,0,0,75, Mexico,0
40, Male, White, Married-civ-spouse, Husband,205195, Assoc-acdm, Private, Sales,0,0,60, United-States,1
49, Male, Black, Never-married, Other-relative,133917, Assoc-voc, Private, Sales,0,0,40, ?,0
42, Female, Black, Separated, Unmarried,126098, HS-grad, Private, Craft-repair,0,0,40, United-States,0
69, Female, White, Widowed, Not-in-family,76939, HS-grad, Private, Exec-managerial,0,0,40, United-States,0
22, Female, White, Divorced, Unmarried,184543, Some-college, Private, Adm-clerical,0,0,40, United-States,0
19, Female, White, Never-married, Own-child,28145, HS-grad, Private, Other-service,0,0,52, United-States,0
40, Male, White, Divorced, Not-in-family,367533, HS-grad, Private, Craft-repair,0,0,40, United-States,0
34, Male, White, Never-married, Unmarried,94235, Bachelors, Private, Craft-repair,0,0,40, United-States,0
28, Male, White, Married-civ-spouse, Husband,130856, Bachelors, Private, Prof-specialty,0,0,40, United-States,1
45, Female, White, Married-spouse-absent, Not-in-family,230979, Some-college, Private, Adm-clerical,0,0,40, United-States,0
52, Female, White, Widowed, Unmarried,78012, HS-grad, Private, Sales,0,1762,40, United-States,0
38, Female, Black, Never-married, Own-child,439592, Some-college, Private, Other-service,0,0,40, United-States,0
26, Female, White, Married-civ-spouse, Wife,473625, HS-grad, Private, Other-service,0,0,30, United-States,0
43, Male, White, Separated, Unmarried,180599, Bachelors, Private, Exec-managerial,8614,0,40, United-States,1
25, Female, White, Never-married, Own-child,153841, Some-college, Private, Adm-clerical,0,0,40, United-States,0
27, Female, White, Never-married, Not-in-family,194472, HS-grad, Private, Priv-house-serv,0,0,60, United-States,0
61, Male, White, Married-civ-spouse, Husband,123991, Some-college, Private, Handlers-cleaners,0,0,20, United-States,0
39, Female, Black, Divorced, Unmarried,172855, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
40, Male, White, Married-civ-spouse, Husband,184018, Assoc-voc, State-gov, Machine-op-inspct,0,0,38, United-States,1
90, Male, White, Married-civ-spouse, Husband,227796, Masters, Local-gov, Exec-managerial,20051,0,60, United-States,1
46, Female, Black, Separated, Unmarried,236827, 9th, Local-gov, Other-service,0,0,40, United-States,0
21, Female, White, Never-married, Own-child,143604, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,106255, Some-college, Private, Craft-repair,0,0,40, United-States,0
29, Male, White, Married-civ-spouse, Husband,289991, Masters, Local-gov, Prof-specialty,0,0,50, United-States,0
68, Female, White, Never-married, Not-in-family,50351, Masters, Private, Adm-clerical,6360,0,20, United-States,0
32, Male, White, Married-civ-spouse, Husband,207668, Bachelors, Private, Exec-managerial,15024,0,45, United-States,1
23, Male, White, Never-married, Not-in-family,216889, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
18, Female, White, Never-married, Own-child,152182, 10th, Local-gov, Protective-serv,0,0,6, United-States,0
22, Male, White, Never-married, Own-child,306593, HS-grad, Private, Craft-repair,0,0,40, United-States,0
39, Male, White, Married-civ-spouse, Husband,211154, HS-grad, Private, Transport-moving,0,0,55, United-States,0
56, Male, White, Married-civ-spouse, Husband,204816, Some-college, Private, Exec-managerial,0,0,40, United-States,1
40, Male, Black, Never-married, Not-in-family,70761, Assoc-acdm, Private, Tech-support,0,0,40, United-States,0
64, Female, White, Widowed, Not-in-family,187601, Some-college, Private, Adm-clerical,0,0,40, United-States,0
18, Male, White, Never-married, Own-child,165532, 12th, Private, Other-service,0,0,15, United-States,0
26, Female, White, Never-married, Not-in-family,169323, Masters, State-gov, Prof-specialty,0,0,40, United-States,0
40, Male, White, Married-civ-spouse, Husband,193995, HS-grad, Private, Other-service,0,0,30, United-States,0
21, Male, White, Never-married, Own-child,207103, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
61, Female, White, Divorced, Unmarried,248448, 7th-8th, Private, Other-service,0,0,40, United-States,0
25, Female, White, Never-married, Own-child,185942, Masters, Private, Prof-specialty,0,0,40, United-States,1
48, Female, White, Married-civ-spouse, Wife,166634, Bachelors, Federal-gov, Adm-clerical,7688,0,40, United-States,1
40, Female, White, Divorced, Unmarried,191982, Assoc-voc, Private, Prof-specialty,0,0,40, United-States,1
26, Male, White, Married-civ-spouse, Husband,101027, HS-grad, Private, Sales,0,0,48, United-States,0
49, Male, Asian-Pac-Islander, Never-married, Not-in-family,33673, 12th, Private, Transport-moving,0,0,35, United-States,0
73, Male, White, Married-civ-spouse, Husband,90557, 11th, ?, ?,0,0,8, United-States,0
24, Male, White, Never-married, Not-in-family,403671, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,130304, HS-grad, Private, Prof-specialty,0,1485,48, United-States,0
27, Male, White, Married-civ-spouse, Husband,131298, 10th, Self-emp-not-inc, Craft-repair,0,0,48, United-States,0
48, Male, White, Divorced, Not-in-family,143542, HS-grad, Private, Transport-moving,0,0,40, United-States,0
37, Female, White, Never-married, Own-child,98725, Bachelors, Local-gov, Tech-support,0,0,42, United-States,0
31, Female, White, Divorced, Unmarried,161631, Some-college, State-gov, Adm-clerical,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,226875, HS-grad, Private, Sales,4064,0,40, United-States,0
21, Female, White, Never-married, Own-child,203914, Some-college, Private, Other-service,0,0,10, United-States,0
22, Female, Black, Never-married, Own-child,237811, Assoc-acdm, Local-gov, Adm-clerical,0,0,35, Haiti,0
62, Male, White, Never-married, Not-in-family,161460, Bachelors, Private, Farming-fishing,0,0,30, United-States,0
59, Male, White, Divorced, Not-in-family,255822, HS-grad, Self-emp-inc, Exec-managerial,0,0,60, United-States,0
36, Male, White, Married-civ-spouse, Husband,114059, Bachelors, Private, Exec-managerial,0,0,45, United-States,0
34, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,303187, Bachelors, Private, Prof-specialty,0,0,40, ?,1
62, Male, White, Divorced, Not-in-family,120939, Some-college, Self-emp-not-inc, Sales,0,0,40, United-States,0
57, Female, White, Divorced, Unmarried,268252, HS-grad, Local-gov, Adm-clerical,0,0,62, United-States,0
39, Female, White, Married-civ-spouse, Wife,111499, Assoc-acdm, Local-gov, Adm-clerical,0,0,20, United-States,1
41, Male, Black, Married-civ-spouse, Husband,201435, HS-grad, Local-gov, Transport-moving,0,0,40, United-States,0
25, Female, Black, Never-married, Own-child,148460, HS-grad, Private, Adm-clerical,4416,0,40, Puerto-Rico,0
42, Male, Black, Divorced, Not-in-family,1125613, HS-grad, Local-gov, Other-service,0,0,40, United-States,0
52, Female, White, Divorced, Not-in-family,424012, Some-college, Federal-gov, Exec-managerial,0,0,40, United-States,0
19, Female, White, Never-married, Not-in-family,35865, Some-college, Private, Other-service,0,0,30, United-States,0
53, Male, White, Married-civ-spouse, Husband,287192, 1st-4th, Local-gov, Other-service,0,0,32, Mexico,0
35, Male, White, Married-civ-spouse, Husband,385847, Some-college, Private, Craft-repair,0,0,40, United-States,0
17, Male, White, Never-married, Own-child,25051, 10th, Private, Other-service,0,0,16, United-States,0
21, Male, White, Married-civ-spouse, Husband,203003, 10th, Private, Craft-repair,0,0,40, United-States,0
18, Female, White, Never-married, Own-child,169882, Some-college, ?, ?,594,0,15, United-States,0
28, Male, White, Never-married, Not-in-family,185127, Some-college, Private, Sales,0,0,40, United-States,0
23, Male, Other, Never-married, Own-child,481175, Some-college, Private, Exec-managerial,0,0,24, Peru,0
46, Male, White, Married-civ-spouse, Husband,169699, HS-grad, Private, Craft-repair,0,0,40, United-States,0
23, Male, White, Married-civ-spouse, Husband,434467, Some-college, Private, Tech-support,0,0,42, United-States,0
21, Male, White, Never-married, Unmarried,203055, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
33, Male, White, Married-civ-spouse, Husband,290614, HS-grad, State-gov, Other-service,0,0,40, United-States,0
17, Male, White, Never-married, Own-child,57723, 11th, Private, Sales,0,0,30, United-States,0
45, Male, White, Married-civ-spouse, Husband,188694, HS-grad, Self-emp-not-inc, Exec-managerial,0,0,40, United-States,0
18, Male, White, Never-married, Other-relative,127273, 11th, Private, Other-service,0,0,20, United-States,0
30, Male, Asian-Pac-Islander, Never-married, Unmarried,268575, HS-grad, Private, Craft-repair,0,0,40, Vietnam,0
41, Male, White, Married-civ-spouse, Husband,233130, Some-college, Private, Craft-repair,0,0,40, United-States,1
24, Female, White, Never-married, Own-child,128061, HS-grad, Private, Other-service,594,0,15, United-States,0
22, Female, Black, Separated, Unmarried,347530, HS-grad, Private, Other-service,0,0,35, United-States,0
40, Male, White, Married-civ-spouse, Husband,409922, Some-college, Private, Prof-specialty,7298,0,40, United-States,1
47, Male, White, Married-civ-spouse, Husband,174533, Some-college, Self-emp-not-inc, Craft-repair,0,0,40, United-States,0
22, Male, White, Never-married, Own-child,163870, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
